SSC_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SSC50001,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,16,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,3,4,4,8,3,35
SSC50002,0,0,14,11,0,16,3,7,0,49,3,0,5,3,0,6,0,3,0,32,12,21,28,16,9,8,0,6,0,94,24,26,29,18,21,3,5,14,0,150,30,25,25,12,15,10,8,14,3,151,7,18,10,8,13,8,3,14,3,91,8,7,3,3,3,3,3,3,0,26,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,78,94,120,70,68,59,33,58,10,587
SSC50003,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,3,0,3,0,3,0,0,0,0,14,0,0,0,0,3,3,0,4,0,13,3,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,6,0,3,4,4,8,0,50
SSC50004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,20
SSC50005,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,4,0,27
SSC50006,0,0,0,6,3,17,0,7,0,34,0,3,5,7,0,6,0,4,0,37,11,29,18,16,3,8,4,20,0,100,11,25,9,7,9,3,9,5,0,75,27,57,19,8,19,7,8,15,3,158,51,55,10,14,26,12,10,9,0,190,8,30,3,3,12,7,5,3,0,70,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,107,206,69,58,72,53,33,64,7,670
SSC50007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,3,0,32
SSC50008,0,7,25,21,6,82,7,38,4,186,22,35,88,66,47,86,16,55,11,421,54,118,145,86,95,67,42,79,18,709,74,126,146,71,118,71,67,77,16,766,96,93,166,92,162,64,102,132,21,926,62,87,104,83,130,49,69,89,11,684,8,14,13,10,21,6,16,28,0,114,0,0,3,0,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,317,476,693,430,585,420,318,496,73,3819
SSC50009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4
SSC50010,0,0,7,18,4,18,0,13,0,61,0,9,14,27,13,23,4,13,0,103,37,81,29,31,27,15,3,9,3,233,70,99,28,16,51,16,3,9,3,291,53,112,26,18,53,23,5,5,5,304,31,65,17,15,24,9,9,14,3,194,8,8,7,0,13,8,0,0,0,46,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,199,384,126,121,187,111,28,58,20,1245
SSC50011,4,0,13,32,6,51,0,25,0,136,25,21,102,78,57,69,14,44,9,413,110,229,275,152,182,73,76,94,13,1201,81,152,155,109,111,41,38,52,5,751,63,80,94,76,83,39,52,52,4,541,18,23,29,19,22,24,18,25,0,178,3,3,7,3,7,3,0,3,3,35,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,299,512,673,467,479,307,199,293,36,3263
SSC50012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,15
SSC50013,0,0,3,0,0,3,0,7,0,11,0,0,4,3,3,0,4,3,0,17,0,0,9,8,3,4,8,0,0,30,3,7,21,6,10,0,8,4,0,61,5,10,18,5,3,3,19,7,0,86,3,9,17,0,10,3,8,6,0,60,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,73,23,30,13,50,37,3,274
SSC50014,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,6,3,3,0,0,0,0,0,3,0,8,9,0,0,0,3,0,3,0,0,23,5,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,3,6,4,0,3,12,0,62
SSC50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC50016,0,0,3,3,0,5,0,4,0,20,0,0,3,3,0,0,0,3,0,16,3,0,6,7,0,3,3,5,0,25,5,8,11,3,13,5,8,5,3,67,13,5,14,5,5,3,10,6,0,58,12,0,7,3,5,3,3,11,0,39,7,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,20,49,21,21,27,25,32,3,235
SSC50017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,0,0,0,3,0,45
SSC50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,9
SSC50019,0,0,3,0,0,3,0,3,0,15,0,0,3,4,0,0,0,3,3,12,0,4,8,3,3,0,0,0,0,13,3,3,5,4,5,0,0,3,0,19,4,0,4,3,4,3,3,3,0,29,9,6,9,0,5,0,3,3,0,27,0,0,6,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,28,7,18,3,14,16,3,122
SSC50020,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,3,3,0,0,0,0,33
SSC50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50022,0,8,13,30,8,73,7,24,0,159,22,70,42,61,40,58,0,19,3,319,74,260,67,45,77,22,9,22,9,588,136,257,41,39,83,25,8,20,8,626,193,257,46,26,86,42,6,10,14,700,159,201,26,27,103,45,14,10,10,588,48,79,15,12,23,19,3,5,7,210,6,15,0,0,0,3,0,3,0,38,0,0,0,0,0,3,0,0,0,4,646,1151,252,234,426,291,52,121,60,3231
SSC50023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,4,0,0,0,6,0,30
SSC50024,0,8,3,20,6,49,3,13,0,105,11,30,26,56,17,38,6,16,4,208,40,144,39,26,39,21,15,22,3,351,87,178,44,26,46,14,9,16,6,416,88,155,33,27,80,27,13,19,5,449,72,143,22,28,68,31,10,16,5,395,20,32,6,6,23,6,3,3,3,98,0,3,0,0,3,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,315,690,170,188,290,195,52,108,27,2036
SSC50025,0,0,3,0,3,3,3,5,0,20,0,0,3,0,0,0,0,0,0,7,0,4,6,0,4,0,3,0,0,22,10,11,8,3,9,3,7,4,0,59,11,18,16,9,11,3,10,4,3,79,3,15,9,4,6,3,12,7,0,59,3,6,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,58,46,23,33,16,24,18,6,257
SSC50026,3,3,40,32,11,78,3,53,5,236,21,26,121,58,70,98,37,91,6,521,73,129,237,132,126,103,161,123,13,1104,48,115,148,144,123,66,165,137,16,963,66,86,143,137,120,77,173,142,14,951,50,76,103,105,129,51,135,127,15,781,9,23,19,25,27,16,27,31,4,187,0,3,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,273,450,814,640,613,485,711,695,65,4750
SSC50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,4,5,0,27
SSC50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,9
SSC50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,3,0,30
SSC50030,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,0,0,0,5,10,3,0,0,3,0,0,4,3,24,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,4,0,3,0,0,4,7,47
SSC50031,0,0,4,13,4,26,0,7,0,54,9,17,21,13,20,13,8,13,7,112,32,69,49,25,36,18,18,19,5,273,53,68,32,26,44,14,15,16,3,266,56,73,49,15,58,21,14,20,5,311,56,48,38,17,39,20,15,15,4,258,19,17,9,5,20,3,5,6,0,80,0,0,3,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,224,290,207,122,221,115,76,97,24,1380
SSC50032,0,0,9,9,3,19,3,19,0,57,5,9,21,21,11,19,4,18,3,111,26,85,63,30,55,14,23,13,9,320,30,70,56,33,51,16,18,22,3,299,35,39,43,30,37,19,29,13,0,245,18,18,23,13,24,6,14,10,0,123,3,0,8,3,9,4,0,11,0,37,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,114,226,210,133,195,100,94,112,15,1193
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50034,0,0,0,4,0,11,0,3,0,21,3,10,0,3,3,10,0,3,0,35,15,47,28,13,27,8,12,9,0,161,13,48,27,18,19,3,3,11,0,152,9,19,18,4,18,10,13,13,0,95,9,10,15,6,11,3,12,8,3,76,0,3,6,0,4,0,0,8,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,138,97,59,81,39,42,61,6,569
SSC50035,0,9,13,36,19,69,4,39,0,179,11,50,41,72,33,56,3,19,11,292,61,158,48,42,54,42,18,28,10,452,151,217,49,31,94,31,9,11,7,606,211,265,69,56,123,37,12,28,16,823,116,150,38,21,85,40,10,20,5,485,35,41,12,5,27,12,4,9,5,151,4,8,0,0,8,3,0,0,0,22,0,0,0,0,0,0,0,0,0,3,585,896,267,266,439,284,61,152,55,3015
SSC50036,7,10,36,51,17,151,14,69,0,349,15,39,81,56,57,74,26,37,4,389,97,274,158,87,117,56,43,67,12,906,213,398,205,125,238,64,81,70,31,1429,163,226,176,117,227,72,86,61,20,1136,59,70,62,40,80,30,35,42,3,422,5,23,11,13,11,10,8,8,3,86,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,563,1036,730,487,744,454,283,363,72,4730
SSC50037,0,0,19,18,8,48,4,29,0,132,9,35,43,41,30,39,11,25,3,236,100,289,191,91,136,46,51,46,11,959,155,319,161,85,164,49,42,64,16,1060,80,100,80,41,99,24,31,34,4,495,39,32,24,22,36,18,22,17,0,208,4,10,5,3,12,0,3,5,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,384,784,520,296,489,232,170,234,38,3139
SSC50038,0,0,0,13,3,11,0,11,0,37,0,0,4,11,0,4,0,4,0,26,6,3,10,12,9,6,4,12,0,58,9,4,16,12,5,3,3,14,0,67,17,14,23,18,15,13,10,18,0,129,29,16,23,10,18,11,8,28,0,144,5,9,8,0,3,5,0,0,0,31,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,68,46,85,67,52,62,25,84,6,498
SSC50039,4,0,62,53,24,182,6,85,7,422,24,37,141,60,42,76,34,79,9,499,104,215,344,127,164,137,155,172,17,1433,143,236,308,165,207,123,182,177,26,1568,133,198,260,162,173,122,175,138,29,1384,99,152,140,99,123,59,111,88,12,878,25,26,14,11,25,8,28,30,3,173,4,3,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,533,864,1273,680,748,715,684,770,97,6369
SSC50040,0,3,43,55,4,89,8,43,0,248,41,32,101,77,85,82,46,54,5,517,178,244,316,191,259,118,154,120,26,1607,182,281,222,181,220,110,126,102,20,1439,124,127,121,122,196,75,100,67,21,952,38,57,56,54,84,34,35,28,0,381,10,6,10,11,19,3,10,9,0,85,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,576,747,865,690,861,521,477,419,78,5241
SSC50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,3,0,0,0,9
SSC50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,3,0,3,0,5,6,0,34
SSC50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,3,4,0,14
SSC50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,0,0,3,0,25
SSC50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,13
SSC50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SSC50048,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,4,6,3,9,0,5,0,0,8,0,27,9,0,0,0,0,0,4,5,0,21,13,6,7,0,5,0,0,3,0,34,16,0,3,0,3,0,0,3,0,31,11,0,0,0,0,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,18,3,9,0,11,22,0,137
SSC50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8
SSC50050,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,3,20
SSC50051,0,0,3,4,0,11,0,8,0,32,0,3,4,4,3,0,3,6,0,27,3,10,30,7,7,5,8,12,0,86,8,10,24,10,14,0,16,9,0,104,10,17,18,15,22,10,21,17,0,122,10,15,11,26,13,6,18,17,3,113,9,4,6,0,7,4,0,3,0,30,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,49,56,93,69,71,33,65,62,8,505
SSC50052,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,9,3,0,0,3,0,0,0,0,0,9,9,7,3,3,3,3,3,0,0,33,3,3,9,0,0,0,0,3,0,13,3,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,10,13,10,5,11,3,15,3,87
SSC50053,3,3,17,28,11,70,4,39,4,175,10,48,70,65,47,91,19,69,5,429,140,398,302,135,173,110,79,128,22,1479,138,247,190,79,146,88,69,73,28,1058,90,157,122,98,170,70,57,91,17,890,64,87,77,41,121,52,55,74,4,580,24,26,21,14,23,10,18,17,3,160,6,0,6,0,7,0,0,3,3,25,0,0,0,0,0,0,0,0,0,0,475,975,808,464,696,493,302,502,85,4791
SSC50054,14,17,94,109,29,310,23,210,3,810,74,123,406,257,192,239,111,165,17,1586,361,724,1064,508,638,305,435,370,61,4456,407,637,726,442,480,221,356,260,66,3595,376,433,485,350,428,186,285,204,53,2795,139,184,194,158,208,81,151,100,19,1236,11,29,21,23,40,21,22,26,8,201,0,0,0,0,0,3,3,5,0,14,0,0,0,0,0,0,0,0,0,0,1381,2142,2999,1841,2009,1363,1384,1341,233,14701
SSC50055,0,3,28,24,12,60,3,42,9,177,27,41,105,112,60,99,36,116,13,612,168,307,332,314,203,158,197,277,45,1996,90,139,201,157,106,60,128,179,31,1083,56,76,127,108,91,41,114,139,16,764,26,42,80,75,65,27,77,87,12,487,11,6,20,15,20,14,20,22,3,123,0,0,0,0,3,0,0,5,4,16,0,0,0,0,0,0,0,0,0,0,372,615,892,800,560,454,574,858,122,5254
SSC50056,0,0,3,0,0,0,0,3,0,6,0,0,0,3,0,0,0,3,0,10,5,7,3,0,0,3,3,3,0,28,5,0,6,3,3,0,0,8,0,31,14,6,5,8,0,0,8,11,0,46,13,17,14,13,10,4,3,10,0,80,20,0,0,0,3,3,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,33,33,23,20,16,20,38,0,232
SSC50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SSC50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,6,5,0,0,0,0,0,0,3,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,6,3,5,5,0,7,0,33
SSC50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50061,7,7,74,74,24,244,10,129,9,592,42,98,186,142,128,207,54,123,18,996,133,296,372,171,250,132,128,159,35,1690,188,217,315,195,250,133,154,197,27,1679,274,318,396,265,363,187,242,259,42,2340,155,199,241,168,296,140,150,165,16,1545,22,26,30,25,44,25,27,22,0,228,0,3,4,0,5,0,0,7,0,18,0,0,0,0,0,0,0,0,0,0,827,1178,1614,1050,1361,1064,774,1058,156,9088
