SSC_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SSC50011,0,0,0,0,0,0,0,0,0,76,66,7,147,11,14,22,169,68,0,234
SSC50012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50013,0,0,0,0,0,0,0,0,0,7,6,0,14,0,0,0,16,7,0,18
SSC50014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50016,0,0,0,0,0,0,0,0,0,0,6,0,7,3,0,3,10,4,0,14
SSC50017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50019,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
SSC50020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50022,0,3,0,0,0,3,0,0,7,57,49,4,117,8,5,10,128,74,7,210
SSC50023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50024,0,0,0,0,0,0,0,0,0,76,31,3,112,3,5,5,120,42,0,163
SSC50025,0,0,0,0,0,0,0,0,0,0,7,0,8,3,0,3,11,7,0,18
SSC50026,0,7,0,0,0,4,22,12,35,210,195,24,430,61,42,104,535,465,18,1012
SSC50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50031,0,3,0,0,0,3,0,0,3,35,24,3,56,4,0,7,59,27,0,85
SSC50032,0,0,0,0,0,0,0,0,0,35,25,3,61,0,3,0,64,29,0,96
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50034,0,0,0,0,0,0,0,0,0,15,18,4,40,0,0,0,35,37,0,75
SSC50035,3,3,0,0,0,3,0,0,5,62,37,9,110,0,4,3,111,69,0,185
SSC50036,0,5,0,0,0,5,0,0,3,130,97,6,231,7,7,16,242,70,0,309
SSC50037,0,3,0,0,0,3,0,0,3,58,62,4,127,3,0,9,131,42,0,173
SSC50038,0,0,0,0,0,0,0,0,0,8,7,0,18,3,3,3,25,16,0,38
SSC50039,0,3,0,0,0,3,3,0,5,158,168,18,344,27,18,40,386,159,0,544
SSC50040,0,6,0,0,0,4,0,3,8,174,102,8,282,11,11,25,304,97,4,407
SSC50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50051,0,0,0,0,0,0,0,0,0,12,12,0,21,0,0,0,25,14,0,39
SSC50052,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,7
SSC50053,0,3,0,0,0,3,9,0,11,125,116,5,248,15,11,25,278,160,3,440
SSC50054,0,5,0,0,0,3,3,5,15,346,262,38,641,52,36,87,727,294,8,1026
SSC50055,3,7,0,0,0,10,9,11,28,170,134,21,333,38,21,57,391,316,18,721
SSC50056,0,0,0,0,0,0,0,0,0,3,8,0,10,0,0,4,11,3,0,21
SSC50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50061,0,5,0,0,0,5,6,0,7,295,224,22,538,38,24,68,603,319,3,925
SSC50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50066,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,9
SSC50067,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,3,0,9
SSC50068,0,0,0,0,0,0,0,0,0,21,14,0,30,0,0,0,30,17,0,50
SSC50069,0,3,0,0,0,3,0,0,9,161,126,16,301,26,20,44,348,137,3,483
SSC50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50071,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50075,0,0,0,0,0,0,0,0,0,6,7,0,13,3,3,5,20,10,0,29
SSC50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50077,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,6
SSC50078,4,4,0,0,0,0,3,3,7,146,111,12,273,11,14,28,297,153,7,458
SSC50079,0,0,0,0,0,0,0,0,0,52,36,7,86,0,3,3,92,34,0,133
SSC50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50081,0,0,0,0,0,0,0,0,0,47,8,0,59,6,0,12,69,23,0,89
SSC50082,0,0,0,0,0,0,0,0,0,34,47,3,86,4,4,7,93,50,0,141
SSC50083,0,4,0,0,0,4,8,5,13,173,145,9,325,17,14,32,352,148,4,510
SSC50084,0,0,0,0,0,0,0,0,0,28,12,0,47,3,4,7,48,29,0,78
SSC50085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50086,0,3,0,0,0,3,3,0,7,62,50,6,120,5,7,10,130,106,4,237
SSC50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50090,0,0,0,0,0,0,5,3,13,100,64,8,169,13,9,18,188,123,8,314
SSC50091,0,0,0,0,0,0,0,0,4,80,67,6,150,13,7,16,171,101,0,267
SSC50092,0,0,0,0,0,0,0,0,0,23,8,3,33,3,0,3,34,11,0,45
SSC50093,0,3,0,0,0,3,3,4,10,128,111,12,256,22,11,29,282,193,7,484
SSC50094,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5
SSC50095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC50098,0,0,0,0,0,7,0,0,6,102,70,9,186,7,10,15,194,86,0,283
SSC50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50101,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC50102,0,0,0,0,0,3,0,0,3,60,54,6,121,5,4,9,131,65,0,196
SSC50103,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,6,7,0,16
SSC50104,0,0,0,0,0,0,0,0,0,22,23,0,44,3,3,7,53,33,0,85
SSC50105,0,0,0,0,0,0,3,0,4,78,56,7,143,7,8,17,156,104,6,265
SSC50106,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,0,4
SSC50107,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,9,0,0,8
SSC50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3
SSC50110,0,0,0,0,0,0,0,0,0,70,44,9,124,8,8,9,138,57,3,202
SSC50111,0,0,0,0,0,0,0,3,3,35,42,4,87,8,3,17,101,100,3,202
SSC50112,0,0,0,0,0,0,0,0,0,23,6,0,29,3,0,3,36,13,0,47
SSC50113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50115,0,0,0,0,0,0,0,0,3,83,44,5,137,24,16,34,172,80,3,258
SSC50116,0,0,0,0,0,0,0,0,0,3,8,0,15,0,0,0,14,19,0,30
SSC50117,0,0,0,0,0,0,0,0,3,80,61,4,146,5,8,19,165,50,3,213
SSC50118,0,0,0,0,0,0,0,0,0,5,4,0,9,0,0,0,9,4,0,13
SSC50119,0,0,0,0,0,0,0,0,0,79,67,11,151,5,9,14,164,56,0,227
SSC50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50123,0,0,0,0,0,0,0,0,0,19,13,0,30,4,4,4,39,13,0,45
SSC50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50126,0,0,0,0,0,0,0,0,0,10,8,3,16,3,0,3,17,12,0,36
SSC50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50129,0,0,0,0,0,0,0,0,0,4,19,0,27,3,3,4,32,11,0,44
SSC50130,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC50131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50132,0,0,0,0,0,0,0,0,0,18,10,0,25,0,3,3,31,14,3,44
SSC50133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50137,0,0,0,0,0,0,0,0,0,18,8,3,30,0,3,6,34,10,0,51
SSC50138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50142,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,4,0,7
SSC50143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC50146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50148,0,0,0,0,0,0,0,0,0,61,51,4,119,5,6,10,130,49,3,180
SSC50149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SSC50158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50159,0,3,0,0,0,3,0,0,3,67,42,8,114,15,9,19,135,73,4,213
SSC50160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50161,0,0,0,0,0,0,0,0,0,8,4,3,13,0,4,4,20,16,0,31
SSC50162,0,0,0,0,0,0,0,0,0,3,5,0,8,0,0,0,8,3,0,11
SSC50163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50165,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC50166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50168,0,0,0,0,0,0,0,0,0,13,6,0,14,0,0,0,13,4,0,16
SSC50169,0,0,0,0,0,0,0,0,0,14,18,4,35,0,4,4,38,10,0,48
SSC50170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50172,0,0,0,0,0,0,0,0,0,4,9,4,16,0,3,3,20,13,0,34
SSC50173,0,0,0,0,0,0,0,0,0,46,19,0,65,5,5,4,75,13,3,90
SSC50174,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SSC50175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
SSC50178,0,0,0,3,3,3,3,0,3,23,28,0,47,0,8,4,57,43,0,98
SSC50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50180,0,0,0,0,0,0,0,0,0,24,27,3,54,0,4,4,55,34,0,92
SSC50181,0,0,0,0,0,0,0,0,0,17,3,0,18,0,0,0,19,3,0,19
SSC50182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50183,0,0,0,0,0,0,0,0,0,38,38,3,78,3,12,15,90,45,0,139
SSC50184,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,10,3,0,10
SSC50185,0,0,0,0,0,0,0,3,3,14,8,3,22,0,0,0,24,13,4,43
SSC50186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50187,0,0,0,0,0,3,3,0,4,53,48,10,107,13,11,28,133,107,4,244
SSC50188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC50189,0,0,0,0,0,0,0,0,3,8,3,0,7,3,4,3,12,15,3,24
SSC50190,0,4,0,0,0,4,0,4,11,69,25,4,94,5,6,15,111,84,4,201
SSC50191,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC50192,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,0,17
SSC50193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50195,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5
SSC50196,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,10,7,0,21
SSC50197,0,0,0,0,0,0,0,0,0,10,15,4,26,6,0,3,30,25,0,55
SSC50198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50200,0,0,0,0,0,0,6,0,6,30,7,3,40,8,0,8,45,28,0,79
SSC50201,0,0,0,0,3,3,0,0,3,75,59,3,135,6,11,19,153,88,3,243
SSC50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50204,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC50205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50207,0,3,0,0,0,3,0,0,5,63,51,3,118,7,6,13,133,59,0,193
SSC50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50210,0,0,0,0,0,0,0,0,0,54,33,3,89,6,5,6,103,31,3,135
SSC50211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50217,0,0,0,0,0,0,0,0,0,3,8,0,12,0,0,0,17,6,0,18
SSC50218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50221,0,0,0,0,0,0,0,0,0,18,14,0,35,0,4,4,35,15,0,55
SSC50222,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,3
SSC50223,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9
SSC50224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50226,0,0,0,0,0,0,0,0,0,16,8,0,23,0,4,4,28,21,0,49
SSC50227,0,0,0,0,0,0,0,0,0,10,26,0,41,4,0,4,42,26,0,67
SSC50228,0,0,0,0,0,5,6,3,11,237,150,36,423,28,36,63,489,224,6,722
SSC50229,3,7,0,0,0,7,3,6,12,192,153,22,365,22,23,44,411,148,5,563
SSC50230,0,3,0,0,0,7,5,3,13,62,38,8,112,7,7,10,129,105,10,241
SSC50231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50233,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,3,0,5
SSC50234,0,0,0,0,0,0,0,0,0,16,12,4,36,9,0,7,43,44,0,92
SSC50235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50237,0,0,0,0,0,0,0,0,3,3,3,3,7,3,7,5,13,33,0,48
SSC50238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50239,0,0,0,0,0,0,0,3,3,71,66,13,146,9,12,19,168,113,3,282
SSC50240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50244,0,10,0,0,0,10,0,0,12,367,237,27,630,35,36,69,703,252,4,958
SSC50245,0,0,0,0,0,0,3,0,3,66,34,4,106,3,7,14,114,82,0,199
SSC50246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50247,0,0,0,0,0,0,0,0,0,5,4,0,10,0,0,0,10,0,0,15
SSC50248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50250,0,0,0,0,0,0,0,0,3,19,32,4,55,0,5,5,59,59,4,125
SSC50251,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5
SSC50252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50254,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,4,0,7
SSC50255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50257,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,8
SSC50258,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC50259,0,0,0,0,0,0,0,0,0,10,3,0,13,0,0,0,14,5,0,19
SSC50260,3,3,0,0,0,3,8,3,12,60,82,11,151,12,14,24,178,160,5,341
SSC50261,0,0,0,0,0,0,3,0,3,63,59,3,123,0,3,3,130,50,0,175
SSC50262,0,3,0,0,0,3,3,4,6,64,48,3,113,10,13,21,139,85,4,224
SSC50263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50264,0,0,0,0,0,0,0,0,0,5,3,3,7,0,0,0,11,3,0,14
SSC50265,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,6
SSC50266,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,5,7,0,10
SSC50267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50268,0,3,0,0,0,3,0,0,3,95,62,9,166,11,10,16,189,53,3,237
SSC50269,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC50270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50272,0,0,0,0,0,0,3,5,4,42,36,5,85,8,0,8,90,50,5,143
SSC50273,0,0,0,0,0,0,0,0,0,8,4,0,14,0,0,0,20,14,0,33
SSC50274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50276,0,0,0,0,0,0,0,0,3,57,43,6,108,7,10,14,123,53,4,182
SSC50277,0,0,0,0,0,0,0,0,0,4,3,0,12,0,0,0,10,13,0,21
SSC50278,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,3,5,0,11
SSC50279,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,4
SSC50280,0,0,0,0,0,0,0,0,0,4,10,0,15,3,0,3,17,19,0,34
SSC50281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC50284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC50287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50289,0,0,0,0,0,0,0,0,0,31,19,3,53,7,0,7,55,27,0,85
SSC50290,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,7,7,0,9
SSC50291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50292,0,0,0,0,0,0,0,0,0,41,38,3,80,3,6,10,92,44,0,133
SSC50293,0,0,0,0,0,0,0,0,0,52,27,0,82,0,3,4,89,64,0,152
SSC50294,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,11,3,0,17
SSC50295,0,3,0,0,0,3,0,0,0,99,71,5,172,10,9,20,188,85,0,276
SSC50296,3,4,0,0,0,10,11,4,18,248,193,21,465,45,20,67,529,249,9,788
SSC50297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50300,0,7,0,0,0,8,0,0,10,87,66,14,173,13,17,34,206,190,3,399
SSC50301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50303,0,0,0,0,0,0,0,0,0,20,7,0,27,5,0,3,31,16,0,48
SSC50304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50308,0,0,0,0,0,0,0,0,0,6,23,0,27,0,3,3,33,5,0,36
